gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPCC1393.08,14889.798917483615,1.6484060012559552,0.06474006877619382,25.461913038036595,5.210359560700116e-143,9.793821891715996e-142
SPNCRNA.7042,10.798719423244624,1.8674658496915113,0.6346726633714294,2.9424078859350757,0.003256706577152068,0.00511959634762177
SPCC1393.14,188.72736415595648,3.8689814823191666,0.4184191093912089,9.246665354143252,2.3160551758259304e-20,7.53895695220744e-20
SPNCRNA.7044,62.87655821810813,3.9620393880595723,0.34180908175459224,11.591381269688403,4.557233727029447e-31,1.896898481387793e-30
SPCC1393.12,2996.681603997128,3.1458406380847985,0.0964532790415741,32.61517565130007,2.499219217080466e-233,1.1084552048189842e-231
SPCC1393.13,500.56747248074043,1.3366227445943306,0.11296268667328821,11.832427007159666,2.6535652049263703e-32,1.1303424157100028e-31
SPNCRNA.7048,58.41100888779432,5.7461862658235034,0.540226307748634,10.636627989796436,2.0128237168167842e-26,7.569342157683188e-26
SPNCRNA.7049,292.75304290318934,6.7948787564622775,0.32844761606374345,20.68786139444398,4.455404256502683e-95,5.112490039293098e-94
SPNCRNA.7054,5.801138691717747,2.2296599960667387,0.8945958664895802,2.4923656363582234,0.012689533207857463,0.01878602978465409
SPNCRNA.7057,38.38632883988846,1.8363557292528554,0.3241469784134106,5.6651946541078155,1.4685772487439787e-8,3.2616076105825573e-8
SPCTRNASER.08,1.5538919659776502,4.5437711114646,1.8349918598089452,2.476180527546147,0.013279641230919447,0.01960083652705323
SPCC63.08C,3154.9298232468523,2.615063659220886,0.0711906706393651,36.733235348605895,2.1535115995213884e-295,1.356483210719802e-293
SPNCRNA.7062,18.49638981921498,4.65388292298514,0.7225936487593123,6.440525641175813,1.1906043865311602e-10,2.8732702558186264e-10
SPRRNA.55,1.4870329584090731,4.495937627043972,1.8818561059887764,2.3890974515725203,0.016889821626386213,0.024610467294163347
SPNCRNA.7069,10.731495557752917,2.2730380097290888,0.6405881654277608,3.548360916426296,3.8763666033755814e-4,6.614399613425596e-4
SPNCRNA.7071,251.1249291394654,6.271853448410219,0.30341443756555214,20.670913021583544,6.330729998219903e-95,7.236342146613909e-94
SPNCRNA.7078,113.36570447234506,2.0265092160801648,0.22170182444254533,9.140697065419687,6.205105973695442e-20,1.995678026629588e-19
SPCC16A11.08,1395.5749981829692,2.1759036029406635,0.08066814707198029,26.973516585165914,3.02315134116198e-160,6.951487025638867e-159
SPCC16A11.15C,1952.7072565401452,2.1488239315743933,0.11401175826685467,18.847388762700067,3.087091694618309e-79,2.899075324954006e-78
SPCC24B10.02C,2067.564077641501,1.8786769274009971,0.0658986283566787,28.50858924153308,9.167622276991248e-179,2.530605664431943e-177
SPNCRNA.7098,63.3006560812134,1.8501226850370025,0.2683628962833123,6.894107608243344,5.420398295163459e-12,1.3786159066006374e-11
SPNCRNA.7099,19.381924499659952,3.861536655013576,0.6223630132721915,6.2046371212048985,5.482325471082489e-10,1.2840525757230784e-9
